"CODDPTO","CODPROV","CODDIST","NOMBRE"
"08","10","06","OMACHA"
"08","10","07","PACCARITAMBO"
"08","10","08","PILLPINTO"
"08","10","09","YAURISQUE"
"08","11","00","PAUCARTAMBO"
"08","11","01","PAUCARTAMBO"
"08","11","02","CAICAY"
"08","11","03","CHALLABAMBA"
"08","11","04","COLQUEPATA"
"08","11","05","HUANCARANI"
"08","11","06","KOSÑIPATA"
"08","12","00","QUISPICANCHI"
"08","12","01","URCOS"
"08","12","02","ANDAHUAYLILLAS"
"08","12","03","CAMANTI"
"08","12","04","CCARHUAYO"
"08","12","05","CCATCA"
"08","12","06","CUSIPATA"
"08","12","07","HUARO"
"08","12","08","LUCRE"
"08","12","09","MARCAPATA"
"08","12","10","OCONGATE"
"08","12","11","OROPESA"
"08","12","12","QUIQUIJANA"
"08","13","00","URUBAMBA"
"08","13","01","URUBAMBA"
"08","13","02","CHINCHERO"
"08","13","03","HUAYLLABAMBA"
"08","13","04","MACHUPICCHU"
"08","13","05","MARAS"
"08","13","06","OLLANTAYTAMBO"
"08","13","07","YUCAY"
"09","00","00","HUANCAVELICA"
"09","01","00","HUANCAVELICA"
"09","01","01","HUANCAVELICA"
"09","01","02","ACOBAMBILLA"
"09","01","03","ACORIA"
"09","01","04","CONAYCA"
"09","01","05","CUENCA"
"09","01","06","HUACHOCOLPA"
"09","01","07","HUAYLLAHUARA"
"09","01","08","IZCUCHACA"
"09","01","09","LARIA"
"09","01","10","MANTA"
"09","01","11","MARISCAL CACERES"
"09","01","12","MOYA"
"09","01","13","NUEVO OCCORO"
"09","01","14","PALCA"
"09","01","15","PILCHACA"
"09","01","16","VILCA"
"09","01","17","YAULI"
"09","01","18","ASCENSION"
"09","01","19","HUANDO"
"09","02","00","ACOBAMBA"
"09","02","01","ACOBAMBA"
"09","02","02","ANDABAMBA"
"09","02","03","ANTA"
"09","02","04","CAJA"
"09","02","05","MARCAS"
"09","02","06","PAUCARA"
"09","02","07","POMACOCHA"
"09","02","08","ROSARIO"
"09","03","00","ANGARAES"
"09","03","01","LIRCAY"
"09","03","02","ANCHONGA"
"09","03","03","CALLANMARCA"
"09","03","04","CCOCHACCASA"
"09","03","05","CHINCHO"
"09","03","06","CONGALLA"
"09","03","07","HUANCA-HUANCA"
"09","03","08","HUAYLLAY GRANDE"
"09","03","09","JULCAMARCA"
"09","03","10","SAN ANTONIO DE ANTAPARCO"
"09","03","11","SANTO TOMAS DE PATA"
"09","03","12","SECCLLA"
"09","04","00","CASTROVIRREYNA"
"09","04","01","CASTROVIRREYNA"
"09","04","02","ARMA"
"09","04","03","AURAHUA"
"09","04","04","CAPILLAS"
"09","04","05","CHUPAMARCA"
"09","04","06","COCAS"
"09","04","07","HUACHOS"
"09","04","08","HUAMATAMBO"
"09","04","09","MOLLEPAMPA"
"09","04","10","SAN JUAN"
"09","04","11","SANTA ANA"
"09","04","12","TANTARA"
"09","04","13","TICRAPO"
"09","05","00","CHURCAMPA"
"09","05","01","CHURCAMPA"
"09","05","02","ANCO"
"09","05","03","CHINCHIHUASI"
"09","05","04","EL CARMEN"
"09","05","05","LA MERCED"
"09","05","06","LOCROJA"
"09","05","07","PAUCARBAMBA"
"09","05","08","SAN MIGUEL DE MAYOCC"
"09","05","09","SAN PEDRO DE CORIS"
"09","05","10","PACHAMARCA"
"09","05","11","COSME"
"09","06","00","HUAYTARA"
"09","06","01","HUAYTARA"
"09","06","02","AYAVI"
"09","06","03","CORDOVA"
"09","06","04","HUAYACUNDO ARMA"
"09","06","05","LARAMARCA"
"09","06","06","OCOYO"
"09","06","07","PILPICHACA"
"09","06","08","QUERCO"
"09","06","09","QUITO-ARMA"
"09","06","10","SAN ANTONIO DE CUSICANCHA"
"09","06","11","SAN FRANCISCO DE SANGAYAICO"
"09","06","12","SAN ISIDRO"
"09","06","13","SANTIAGO DE CHOCORVOS"
"09","06","14","SANTIAGO DE QUIRAHUARA"
"09","06","15","SANTO DOMINGO DE CAPILLAS"
"09","06","16","TAMBO"
"09","07","00","TAYACAJA"
"09","07","01","PAMPAS"
"09","07","02","ACOSTAMBO"
"09","07","03","ACRAQUIA"
"09","07","04","AHUAYCHA"
"09","07","05","COLCABAMBA"
"09","07","06","DANIEL HERNANDEZ"
"09","07","07","HUACHOCOLPA"
"09","07","09","HUARIBAMBA"
"09","07","10","ÑAHUIMPUQUIO"
"09","07","11","PAZOS"
"09","07","13","QUISHUAR"
"09","07","14","SALCABAMBA"
"09","07","15","SALCAHUASI"
"09","07","16","SAN MARCOS DE ROCCHAC"
"09","07","17","SURCUBAMBA"
"09","07","18","TINTAY PUNCU"
"10","00","00","HUANUCO"
"10","01","00","HUANUCO"
"10","01","01","HUANUCO"
"10","01","02","AMARILIS"
"10","01","03","CHINCHAO"
"10","01","04","CHURUBAMBA"
"10","01","05","MARGOS"
"10","01","06","QUISQUI (KICHKI)"
"10","01","07","SAN FRANCISCO DE CAYRAN"
"10","01","08","SAN PEDRO DE CHAULAN"
"10","01","09","SANTA MARIA DEL VALLE"
"10","01","10","YARUMAYO"
"10","01","11","PILLCO MARCA"
"10","01","12","YACUS"
"10","02","00","AMBO"
"10","02","01","AMBO"
"10","02","02","CAYNA"
"10","02","03","COLPAS"
"10","02","04","CONCHAMARCA"
"10","02","05","HUACAR"
"10","02","06","SAN FRANCISCO"
"10","02","07","SAN RAFAEL"
"10","02","08","TOMAY KICHWA"
"10","03","00","DOS DE MAYO"
"10","03","01","LA UNION"
"10","03","07","CHUQUIS"
"10","03","11","MARIAS"
"10","03","13","PACHAS"
"10","03","16","QUIVILLA"
"10","03","17","RIPAN"
"10","03","21","SHUNQUI"
"10","03","22","SILLAPATA"
"10","03","23","YANAS"
"10","04","00","HUACAYBAMBA"
"10","04","01","HUACAYBAMBA"
"10","04","02","CANCHABAMBA"
"10","04","03","COCHABAMBA"
"10","04","04","PINRA"
"10","05","00","HUAMALIES"
"10","05","01","LLATA"
"10","05","02","ARANCAY"
"10","05","03","CHAVIN DE PARIARCA"
"10","05","04","JACAS GRANDE"
"10","05","05","JIRCAN"
"10","05","06","MIRAFLORES"
"10","05","07","MONZON"
"10","05","08","PUNCHAO"
"10","05","09","PUÑOS"
"10","05","10","SINGA"
"10","05","11","TANTAMAYO"
"10","06","00","LEONCIO PRADO"
"10","06","01","RUPA-RUPA"
"10","06","02","DANIEL ALOMIA ROBLES"
"10","06","03","HERMILIO VALDIZAN"
"10","06","04","JOSE CRESPO Y CASTILLO"
"10","06","05","LUYANDO"
"10","06","06","MARIANO DAMASO BERAUN"
"10","07","00","MARAÑON"
"10","07","01","HUACRACHUCO"
"10","07","02","CHOLON"
"10","07","03","SAN BUENAVENTURA"
"10","08","00","PACHITEA"
"10","08","01","PANAO"
"10","08","02","CHAGLLA"
"10","08","03","MOLINO"
"10","08","04","UMARI"
"10","09","00","PUERTO INCA"
"10","09","01","PUERTO INCA"
"10","09","02","CODO DEL POZUZO"
"10","09","03","HONORIA"
"10","09","04","TOURNAVISTA"
"10","09","05","YUYAPICHIS"
"10","10","00","LAURICOCHA"
"10","10","01","JESUS"
"10","10","02","BAÑOS"
"10","10","03","JIVIA"
"10","10","04","QUEROPALCA"
"10","10","05","RONDOS"
"10","10","06","SAN FRANCISCO DE ASIS"
"10","10","07","SAN MIGUEL DE CAURI"
"10","11","00","YAROWILCA"
"10","11","01","CHAVINILLO"
"10","11","02","CAHUAC"
"10","11","03","CHACABAMBA"
"10","11","04","APARICIO POMARES"
"10","11","05","JACAS CHICO"
"10","11","06","OBAS"
"10","11","07","PAMPAMARCA"
"10","11","08","CHORAS"
"11","00","00","ICA"
"11","01","00","ICA"
"11","01","01","ICA"
"11","01","02","LA TINGUIÑA"
"11","01","03","LOS AQUIJES"
"11","01","04","OCUCAJE"
"11","01","05","PACHACUTEC"
"11","01","06","PARCONA"
"11","01","07","PUEBLO NUEVO"
"11","01","08","SALAS"
"11","01","09","SAN JOSE DE LOS MOLINOS"
"11","01","10","SAN JUAN BAUTISTA"
"11","01","11","SANTIAGO"
"11","01","12","SUBTANJALLA"
"11","01","13","TATE"
"11","01","14","YAUCA DEL ROSARIO"
"11","02","00","CHINCHA"
"11","02","01","CHINCHA ALTA"
"11","02","02","ALTO LARAN"
"11","02","03","CHAVIN"
"11","02","04","CHINCHA BAJA"
"11","02","05","EL CARMEN"
"11","02","06","GROCIO PRADO"
"11","02","07","PUEBLO NUEVO"
"11","02","08","SAN JUAN DE YANAC"
"11","02","09","SAN PEDRO DE HUACARPANA"
"11","02","10","SUNAMPE"
"11","02","11","TAMBO DE MORA"
"11","03","00","NAZCA"
"11","03","01","NAZCA"
"11","03","02","CHANGUILLO"
"11","03","03","EL INGENIO"
"11","03","04","MARCONA"
"11","03","05","VISTA ALEGRE"
"11","04","00","PALPA"
"11","04","01","PALPA"
"11","04","02","LLIPATA"
"11","04","03","RIO GRANDE"
"11","04","04","SANTA CRUZ"
"11","04","05","TIBILLO"
"11","05","00","PISCO"
"11","05","01","PISCO"
"11","05","02","HUANCANO"
"11","05","03","HUMAY"
"11","05","04","INDEPENDENCIA"
"11","05","05","PARACAS"
"11","05","06","SAN ANDRES"
"11","05","07","SAN CLEMENTE"
"11","05","08","TUPAC AMARU INCA"
"12","00","00","JUNIN"
"12","01","00","HUANCAYO"
"12","01","01","HUANCAYO"
"12","01","04","CARHUACALLANGA"
"12","01","05","CHACAPAMPA"
"12","01","06","CHICCHE"
"12","01","07","CHILCA"
"12","01","08","CHONGOS ALTO"
"12","01","11","CHUPURO"
"12","01","12","COLCA"
"12","01","13","CULLHUAS"
"12","01","14","EL TAMBO"
"12","01","16","HUACRAPUQUIO"
"12","01","17","HUALHUAS"
"12","01","19","HUANCAN"
"12","01","20","HUASICANCHA"
"12","01","21","HUAYUCACHI"
"12","01","22","INGENIO"
"12","01","24","PARIAHUANCA"
"12","01","25","PILCOMAYO"
"12","01","26","PUCARA"
"12","01","27","QUICHUAY"
"12","01","28","QUILCAS"
"12","01","29","SAN AGUSTIN"
"12","01","30","SAN JERONIMO DE TUNAN"
"12","01","32","SAÑO"
"12","01","33","SAPALLANGA"
"12","01","34","SICAYA"
"12","01","35","SANTO DOMINGO DE ACOBAMBA"
"12","01","36","VIQUES"
"12","02","00","CONCEPCION"
"12","02","01","CONCEPCION"
"12","02","02","ACO"
"12","02","03","ANDAMARCA"
"12","02","04","CHAMBARA"
"12","02","05","COCHAS"
"12","02","06","COMAS"
"12","02","07","HEROINAS TOLEDO"
"12","02","08","MANZANARES"
"12","02","09","MARISCAL CASTILLA"
"12","02","10","MATAHUASI"
"12","02","11","MITO"
"12","02","12","NUEVE DE JULIO"
"12","02","13","ORCOTUNA"
"12","02","14","SAN JOSE DE QUERO"
"12","02","15","SANTA ROSA DE OCOPA"
"12","03","00","CHANCHAMAYO"
"12","03","01","CHANCHAMAYO"
"12","03","02","PERENE"
"12","03","03","PICHANAQUI"
"12","03","04","SAN LUIS DE SHUARO"
"12","03","05","SAN RAMON"
"12","03","06","VITOC"
"12","04","00","JAUJA"
"12","04","01","JAUJA"
"12","04","02","ACOLLA"
"12","04","03","APATA"
"12","04","04","ATAURA"
"12","04","05","CANCHAYLLO"
"12","04","06","CURICACA"
"12","04","07","EL MANTARO"
"12","04","08","HUAMALI"
"12","04","09","HUARIPAMPA"
"12","04","10","HUERTAS"
"12","04","11","JANJAILLO"
"12","04","12","JULCAN"
"12","04","13","LEONOR ORDOÑEZ"
"12","04","14","LLOCLLAPAMPA"
"12","04","15","MARCO"
"12","04","16","MASMA"
"12","04","17","MASMA CHICCHE"
"12","04","18","MOLINOS"
"12","04","19","MONOBAMBA"
"12","04","20","MUQUI"
"12","04","21","MUQUIYAUYO"
"12","04","22","PACA"
"12","04","23","PACCHA"
"12","04","24","PANCAN"
"12","04","25","PARCO"
"12","04","26","POMACANCHA"
"12","04","27","RICRAN"
"12","04","28","SAN LORENZO"
"12","04","29","SAN PEDRO DE CHUNAN"
"12","04","30","SAUSA"
"12","04","31","SINCOS"
"12","04","32","TUNAN MARCA"
"12","04","33","YAULI"
"12","04","34","YAUYOS"
"12","05","00","JUNIN"
"12","05","01","JUNIN"
"12","05","02","CARHUAMAYO"
"12","05","03","ONDORES"
"12","05","04","ULCUMAYO"
"12","06","00","SATIPO"
"12","06","01","SATIPO"
"12","06","02","COVIRIALI"
"12","06","03","LLAYLLA"
"12","06","05","PAMPA HERMOSA"
"12","06","07","RIO NEGRO"
"12","06","08","RIO TAMBO"
"12","06","99","MAZAMARI - PANGOA"
"12","07","00","TARMA"
"12","07","01","TARMA"
"12","07","02","ACOBAMBA"
"12","07","03","HUARICOLCA"
"12","07","04","HUASAHUASI"
"12","07","05","LA UNION"
"12","07","06","PALCA"
"12","07","07","PALCAMAYO"
"12","07","08","SAN PEDRO DE CAJAS"
"12","07","09","TAPO"
"12","08","00","YAULI"
"12","08","01","LA OROYA"
"12","08","02","CHACAPALPA"
"12","08","03","HUAY-HUAY"
"12","08","04","MARCAPOMACOCHA"
"12","08","05","MOROCOCHA"
"12","08","06","PACCHA"
"12","08","07","SANTA BARBARA DE CARHUACAYAN"
"12","08","08","SANTA ROSA DE SACCO"
"12","08","09","SUITUCANCHA"
"12","08","10","YAULI"
"12","09","00","CHUPACA"
"12","09","01","CHUPACA"
"12","09","02","AHUAC"
"12","09","03","CHONGOS BAJO"
"12","09","04","HUACHAC"
"12","09","05","HUAMANCACA CHICO"
"12","09","06","SAN JUAN DE ISCOS"
"12","09","07","SAN JUAN DE JARPA"
"12","09","08","TRES DE DICIEMBRE"
"12","09","09","YANACANCHA"
"13","00","00","LA LIBERTAD"
"13","01","00","TRUJILLO"
"13","01","01","TRUJILLO"
"13","01","02","EL PORVENIR"
"13","01","03","FLORENCIA DE MORA"
"13","01","04","HUANCHACO"
"13","01","05","LA ESPERANZA"
"13","01","06","LAREDO"
"13","01","07","MOCHE"
"13","01","08","POROTO"
"13","01","09","SALAVERRY"
"13","01","10","SIMBAL"
"13","01","11","VICTOR LARCO HERRERA"
"13","02","00","ASCOPE"
"13","02","01","ASCOPE"
"13","02","02","CHICAMA"
"13","02","03","CHOCOPE"
"13","02","04","MAGDALENA DE CAO"
"13","02","05","PAIJAN"
"13","02","06","RAZURI"
"13","02","07","SANTIAGO DE CAO"
"13","02","08","CASA GRANDE"
"13","03","00","BOLIVAR"
"13","03","01","BOLIVAR"
"13","03","02","BAMBAMARCA"
"13","03","03","CONDORMARCA"
"13","03","04","LONGOTEA"
"13","03","05","UCHUMARCA"
"13","03","06","UCUNCHA"
"13","04","00","CHEPEN"
"13","04","01","CHEPEN"
"13","04","02","PACANGA"
"13","04","03","PUEBLO NUEVO"
"13","05","00","JULCAN"
"13","05","01","JULCAN"
"13","05","02","CALAMARCA"
"13","05","03","CARABAMBA"
"13","05","04","HUASO"
"13","06","00","OTUZCO"
"13","06","01","OTUZCO"
"13","06","02","AGALLPAMPA"
"13","06","04","CHARAT"
"13","06","05","HUARANCHAL"
"13","06","06","LA CUESTA"
"13","06","08","MACHE"
"13","06","10","PARANDAY"
"13","06","11","SALPO"
"13","06","13","SINSICAP"
"13","06","14","USQUIL"
"13","07","00","PACASMAYO"
"13","07","01","SAN PEDRO DE LLOC"
"13","07","02","GUADALUPE"
"13","07","03","JEQUETEPEQUE"
"13","07","04","PACASMAYO"
"13","07","05","SAN JOSE"
"13","08","00","PATAZ"
"13","08","01","TAYABAMBA"
"13","08","02","BULDIBUYO"
"13","08","03","CHILLIA"
"13","08","04","HUANCASPATA"
"13","08","05","HUAYLILLAS"
"13","08","06","HUAYO"
"13","08","07","ONGON"
"13","08","08","PARCOY"
"13","08","09","PATAZ"
"13","08","10","PIAS"
"13","08","11","SANTIAGO DE CHALLAS"
"13","08","12","TAURIJA"
"13","08","13","URPAY"
"13","09","00","SANCHEZ CARRION"
"13","09","01","HUAMACHUCO"
"13","09","02","CHUGAY"
"13","09","03","COCHORCO"
"13","09","04","CURGOS"
"13","09","05","MARCABAL"
"13","09","06","SANAGORAN"
"13","09","07","SARIN"
"13","09","08","SARTIMBAMBA"
"13","10","00","SANTIAGO DE CHUCO"
"13","10","01","SANTIAGO DE CHUCO"
"13","10","02","ANGASMARCA"
"13","10","03","CACHICADAN"
"13","10","04","MOLLEBAMBA"
"13","10","05","MOLLEPATA"
"13","10","06","QUIRUVILCA"
"13","10","07","SANTA CRUZ DE CHUCA"
"13","10","08","SITABAMBA"
"13","11","00","GRAN CHIMU"
"13","11","01","CASCAS"
"13","11","02","LUCMA"
"13","11","03","MARMOT"
"13","11","04","SAYAPULLO"
"13","12","00","VIRU"
"13","12","01","VIRU"
"13","12","02","CHAO"
"13","12","03","GUADALUPITO"
"14","00","00","LAMBAYEQUE"
"14","01","00","CHICLAYO"
"14","01","01","CHICLAYO"
"14","01","02","CHONGOYAPE"
"14","01","03","ETEN"
"14","01","04","ETEN PUERTO"
"14","01","05","JOSE LEONARDO ORTIZ"
"14","01","06","LA VICTORIA"
"14","01","07","LAGUNAS"
"14","01","08","MONSEFU"
"14","01","09","NUEVA ARICA"
"14","01","10","OYOTUN"
"14","01","11","PICSI"
"14","01","12","PIMENTEL"
"14","01","13","REQUE"
"14","01","14","SANTA ROSA"
"14","01","15","SAÑA"
"14","01","16","CAYALTI"
"14","01","17","PATAPO"
"14","01","18","POMALCA"
"14","01","19","PUCALA"
"14","01","20","TUMAN"
"14","02","00","FERREÑAFE"
"14","02","01","FERREÑAFE"
"14","02","02","CAÑARIS"
"14","02","03","INCAHUASI"
"14","02","04","MANUEL ANTONIO MESONES MURO"
"14","02","05","PITIPO"
"14","02","06","PUEBLO NUEVO"
"14","03","00","LAMBAYEQUE"
"14","03","01","LAMBAYEQUE"
"14","03","02","CHOCHOPE"
"14","03","03","ILLIMO"
"14","03","04","JAYANCA"
"14","03","05","MOCHUMI"
"14","03","06","MORROPE"
"14","03","07","MOTUPE"
"14","03","08","OLMOS"
"14","03","09","PACORA"
"14","03","10","SALAS"
"14","03","11","SAN JOSE"
"14","03","12","TUCUME"
"15","00","00","LIMA"
"15","01","00","LIMA"
"15","01","01","LIMA"
"15","01","02","ANCON"
"15","01","03","ATE"
"15","01","04","BARRANCO"
"15","01","05","BREÑA"
"15","01","06","CARABAYLLO"
"15","01","07","CHACLACAYO"
"15","01","08","CHORRILLOS"
"15","01","09","CIENEGUILLA"
"15","01","10","COMAS"
"15","01","11","EL AGUSTINO"
"15","01","12","INDEPENDENCIA"
"15","01","13","JESUS MARIA"
"15","01","14","LA MOLINA"
"15","01","15","LA VICTORIA"
"15","01","16","LINCE"
"15","01","17","LOS OLIVOS"
"15","01","18","LURIGANCHO"
"15","01","19","LURIN"
"15","01","20","MAGDALENA DEL MAR"
"15","01","21","PUEBLO LIBRE"
"15","01","22","MIRAFLORES"
"15","01","23","PACHACAMAC"
"15","01","24","PUCUSANA"
"15","01","25","PUENTE PIEDRA"
"15","01","26","PUNTA HERMOSA"
"15","01","27","PUNTA NEGRA"
"15","01","28","RIMAC"
"15","01","29","SAN BARTOLO"
"15","01","30","SAN BORJA"
"15","01","31","SAN ISIDRO"
"15","01","32","SAN JUAN DE LURIGANCHO"
"15","01","33","SAN JUAN DE MIRAFLORES"
"15","01","34","SAN LUIS"
"15","01","35","SAN MARTIN DE PORRES"
"15","01","36","SAN MIGUEL"
"15","01","37","SANTA ANITA"
"15","01","38","SANTA MARIA DEL MAR"
"15","01","39","SANTA ROSA"
"15","01","40","SANTIAGO DE SURCO"
"15","01","41","SURQUILLO"
"15","01","42","VILLA EL SALVADOR"
"15","01","43","VILLA MARIA DEL TRIUNFO"
"15","02","00","BARRANCA"
"15","02","01","BARRANCA"
"15","02","02","PARAMONGA"
"15","02","03","PATIVILCA"
"15","02","04","SUPE"
"15","02","05","SUPE PUERTO"
"15","03","00","CAJATAMBO"
"15","03","01","CAJATAMBO"
"15","03","02","COPA"
"15","03","03","GORGOR"
"15","03","04","HUANCAPON"
"15","03","05","MANAS"
"15","04","00","CANTA"
"15","04","01","CANTA"
"15","04","02","ARAHUAY"
"15","04","03","HUAMANTANGA"
"15","04","04","HUAROS"
"15","04","05","LACHAQUI"
"15","04","06","SAN BUENAVENTURA"
"15","04","07","SANTA ROSA DE QUIVES"
"15","05","00","CAÑETE"
"15","05","01","SAN VICENTE DE CAÑETE"
"15","05","02","ASIA"
"15","05","03","CALANGO"
"15","05","04","CERRO AZUL"
"15","05","05","CHILCA"
"15","05","06","COAYLLO"
"15","05","07","IMPERIAL"
"15","05","08","LUNAHUANA"
"15","05","09","MALA"
"15","05","10","NUEVO IMPERIAL"
"15","05","11","PACARAN"
"15","05","12","QUILMANA"
"15","05","13","SAN ANTONIO"
"15","05","14","SAN LUIS"
"15","05","15","SANTA CRUZ DE FLORES"
"15","05","16","ZUÑIGA"
"15","06","00","HUARAL"
"15","06","01","HUARAL"
"15","06","02","ATAVILLOS ALTO"
"15","06","03","ATAVILLOS BAJO"
"15","06","04","AUCALLAMA"
"15","06","05","CHANCAY"
"15","06","06","IHUARI"
"15","06","07","LAMPIAN"
"15","06","08","PACARAOS"
"15","06","09","SAN MIGUEL DE ACOS"
"15","06","10","SANTA CRUZ DE ANDAMARCA"
"15","06","11","SUMBILCA"
"15","06","12","VEINTISIETE DE NOVIEMBRE"
"15","07","00","HUAROCHIRI"
"15","07","01","MATUCANA"
"15","07","02","ANTIOQUIA"
"15","07","03","CALLAHUANCA"
"15","07","04","CARAMPOMA"
"15","07","05","CHICLA"
"15","07","06","CUENCA"
"15","07","07","HUACHUPAMPA"
"15","07","08","HUANZA"
"15","07","09","HUAROCHIRI"
"15","07","10","LAHUAYTAMBO"
"15","07","11","LANGA"
"15","07","12","LARAOS"
"15","07","13","MARIATANA"
"15","07","14","RICARDO PALMA"
"15","07","15","SAN ANDRES DE TUPICOCHA"
"15","07","16","SAN ANTONIO"
"15","07","17","SAN BARTOLOME"
"15","07","18","SAN DAMIAN"
"15","07","19","SAN JUAN DE IRIS"
"15","07","20","SAN JUAN DE TANTARANCHE"
"15","07","21","SAN LORENZO DE QUINTI"
"15","07","22","SAN MATEO"
"15","07","23","SAN MATEO DE OTAO"
"15","07","24","SAN PEDRO DE CASTA"
"15","07","25","SAN PEDRO DE HUANCAYRE"
"15","07","26","SANGALLAYA"
"15","07","27","SANTA CRUZ DE COCACHACRA"
"15","07","28","SANTA EULALIA"
"15","07","29","SANTIAGO DE ANCHUCAYA"
"15","07","30","SANTIAGO DE TUNA"
"15","07","31","SANTO DOMINGO DE LOS OLLEROS"
"15","07","32","SURCO"
"15","08","00","HUAURA"
"15","08","01","HUACHO"
"15","08","02","AMBAR"
"15","08","03","CALETA DE CARQUIN"
"15","08","04","CHECRAS"
"15","08","05","HUALMAY"
"15","08","06","HUAURA"
"15","08","07","LEONCIO PRADO"
"15","08","08","PACCHO"
"15","08","09","SANTA LEONOR"
"15","08","10","SANTA MARIA"
"15","08","11","SAYAN"
"15","08","12","VEGUETA"
"15","09","00","OYON"
"15","09","01","OYON"
"15","09","02","ANDAJES"
"15","09","03","CAUJUL"
"15","09","04","COCHAMARCA"
"15","09","05","NAVAN"
"15","09","06","PACHANGARA"
"15","10","00","YAUYOS"
"15","10","01","YAUYOS"
"15","10","02","ALIS"
"15","10","03","ALLAUCA"
"15","10","04","AYAVIRI"
"15","10","05","AZANGARO"
"15","10","06","CACRA"
"15","10","07","CARANIA"
"15","10","08","CATAHUASI"
"15","10","09","CHOCOS"
"15","10","10","COCHAS"
"15","10","11","COLONIA"
"15","10","12","HONGOS"
"15","10","13","HUAMPARA"
"15","10","14","HUANCAYA"
"15","10","15","HUANGASCAR"
"15","10","16","HUANTAN"
"15","10","17","HUAÑEC"
"15","10","18","LARAOS"
"15","10","19","LINCHA"
"15","10","20","MADEAN"
"15","10","21","MIRAFLORES"
"15","10","22","OMAS"
"15","10","23","PUTINZA"
"15","10","24","QUINCHES"
"15","10","25","QUINOCAY"
"15","10","26","SAN JOAQUIN"
"15","10","27","SAN PEDRO DE PILAS"
"15","10","28","TANTA"
"15","10","29","TAURIPAMPA"
"15","10","30","TOMAS"
"15","10","31","TUPE"
"15","10","32","VIÑAC"
"15","10","33","VITIS"
"16","00","00","LORETO"
"16","01","00","MAYNAS"
"16","01","01","IQUITOS"
"16","01","02","ALTO NANAY"
"16","01","03","FERNANDO LORES"
"16","01","04","INDIANA"
"16","01","05","LAS AMAZONAS"
"16","01","06","MAZAN"
"16","01","07","NAPO"
"16","01","08","PUNCHANA"
"16","01","09","PUTUMAYO"
"16","01","10","TORRES CAUSANA"
"16","01","12","BELEN"
"16","01","13","SAN JUAN BAUTISTA"
"16","01","14","TENIENTE MANUEL CLAVERO"
"16","02","00","ALTO AMAZONAS"
"16","02","01","YURIMAGUAS"
"16","02","02","BALSAPUERTO"
"16","02","05","JEBEROS"
"16","02","06","LAGUNAS"
"16","02","10","SANTA CRUZ"
"16","02","11","TENIENTE CESAR LOPEZ ROJAS"
"16","03","00","LORETO"
"16","03","01","NAUTA"
"16","03","02","PARINARI"
"16","03","03","TIGRE"
"16","03","04","TROMPETEROS"
"16","03","05","URARINAS"
"16","04","00","MARISCAL RAMON CASTILLA"
"16","04","01","RAMON CASTILLA"
"16","04","02","PEBAS"
"16","04","03","YAVARI"
"16","04","04","SAN PABLO"
"16","05","00","REQUENA"
"16","05","01","REQUENA"
"16","05","02","ALTO TAPICHE"
"16","05","03","CAPELO"
"16","05","04","EMILIO SAN MARTIN"
"16","05","05","MAQUIA"
"16","05","06","PUINAHUA"
"16","05","07","SAQUENA"
"16","05","08","SOPLIN"
"16","05","09","TAPICHE"
"16","05","10","JENARO HERRERA"
"16","05","11","YAQUERANA"
"16","06","00","UCAYALI"
"16","06","01","CONTAMANA"
"16","06","02","INAHUAYA"
"16","06","03","PADRE MARQUEZ"
"16","06","04","PAMPA HERMOSA"
"16","06","05","SARAYACU"
"16","06","06","VARGAS GUERRA"
"16","07","00","DATEM DEL MARAÑON"
"16","07","01","BARRANCA"
"16","07","02","CAHUAPANAS"
"16","07","03","MANSERICHE"
"16","07","04","MORONA"
"16","07","05","PASTAZA"
"16","07","06","ANDOAS"
"17","00","00","MADRE DE DIOS"
"17","01","00","TAMBOPATA"
"17","01","01","TAMBOPATA"
"17","01","02","INAMBARI"
"17","01","03","LAS PIEDRAS"
"17","01","04","LABERINTO"
"17","02","00","MANU"
"17","02","01","MANU"
"17","02","02","FITZCARRALD"
"17","02","03","MADRE DE DIOS"
"17","02","04","HUEPETUHE"
"17","03","00","TAHUAMANU"
"17","03","01","IÑAPARI"
"17","03","02","IBERIA"
"17","03","03","TAHUAMANU"
"18","00","00","MOQUEGUA"
"18","01","00","MARISCAL NIETO"
"18","01","01","MOQUEGUA"
"18","01","02","CARUMAS"
"18","01","03","CUCHUMBAYA"
"18","01","04","SAMEGUA"
"18","01","05","SAN CRISTOBAL"
"18","01","06","TORATA"
"18","02","00","GENERAL SANCHEZ CERRO"
"18","02","01","OMATE"
"18","02","02","CHOJATA"
"18","02","03","COALAQUE"
"18","02","04","ICHUÑA"
"18","02","05","LA CAPILLA"
"18","02","06","LLOQUE"
"18","02","07","MATALAQUE"
"18","02","08","PUQUINA"
"18","02","09","QUINISTAQUILLAS"
"18","02","10","UBINAS"
"18","02","11","YUNGA"
"18","03","00","ILO"
"18","03","01","ILO"
"18","03","02","EL ALGARROBAL"
"18","03","03","PACOCHA"
"19","00","00","PASCO"
"19","01","00","PASCO"
"19","01","01","CHAUPIMARCA"
"19","01","02","HUACHON"
"19","01","03","HUARIACA"
"19","01","04","HUAYLLAY"
"19","01","05","NINACACA"
"19","01","06","PALLANCHACRA"
"19","01","07","PAUCARTAMBO"
"19","01","08","SAN FRANCISCO DE ASIS DE YARUSYACAN"
